Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
275,Jusuf Nurkić,30,PHO,C,25,23,592,4.5,9.9,0.455,1.2,3.6,0.333,3.3,6.3,0.524,0.515,2.9,4.2,0.69,2.8,11.1,13.9,2.9,1.4,1,3.5,4.7,13.1
275,Jusuf Nurkić,30,CHO,C,7,3,122,5,12.1,0.413,0.6,5,0.12,4.4,7.1,0.62,0.438,3.5,5.3,0.66,4.1,11.5,15.6,7.4,2.4,2.1,3.5,3.5,14.2
276,Dalen Terry,22,CHI,SG,56,3,711,4.3,9.3,0.462,1.1,3.4,0.324,3.1,5.9,0.525,0.522,1.9,2.8,0.679,1.5,2.6,4.2,3.4,1.4,0.7,1.9,4.2,11.5
277,Zion Williamson,24,NOP,PF,25,25,711,12.2,21.6,0.565,0.2,0.7,0.286,12.1,21,0.576,0.569,6.6,10.3,0.641,3.4,5.9,9.4,6.5,1.6,1.2,3.7,3.4,31.2
278,Day'Ron Sharpe,23,BRK,C,40,1,707,6.8,12.9,0.527,0.5,1.8,0.278,6.3,11.1,0.568,0.547,2.6,3.4,0.765,6.1,7.1,13.1,3.5,1.7,1.7,2.7,5,16.6
279,Justin Edwards,21,PHI,SF,29,11,707,4.8,10.1,0.475,2.1,5.7,0.368,2.6,4.4,0.591,0.579,0.7,1.1,0.636,1.5,3.2,4.6,2,1.2,0.4,1.3,3.4,12.4
280,Shake Milton,28,2TM,SG,46,1,705,5,10.7,0.467,1.8,4.9,0.367,3.2,5.8,0.552,0.551,2,2.6,0.769,1.2,3.2,4.4,4.6,1,0.2,1.7,2.9,13.9
280,Shake Milton,28,BRK,SG,27,1,492,5.3,11.5,0.461,2,5.3,0.377,3.3,6.2,0.532,0.548,1.8,2.4,0.75,1.2,2.6,3.7,4.7,1.1,0.1,1.5,3.1,14.6
280,Shake Milton,28,LAL,SG,19,0,213,4.2,9,0.467,1.4,4.1,0.341,2.9,4.9,0.592,0.544,2.5,2.9,0.862,1.4,4.6,5.9,4.4,0.8,0.3,2.2,2.4,12.3
281,Neemias Queta,25,BOS,C,49,6,700,5.5,8.6,0.64,0,0.2,0,5.5,8.5,0.647,0.64,1.8,2.5,0.72,3.7,6,9.7,1.7,0.8,1.7,1.5,4.6,12.8
282,Jaden Hardy,22,DAL,SG,46,3,697,6.9,16.2,0.426,3,7.8,0.385,3.9,8.4,0.464,0.519,2.1,3.2,0.656,0.4,3.3,3.7,3.3,1.1,0.3,3.3,3.7,19
283,Cam Whitmore,20,HOU,SF,40,1,691,7.3,17.5,0.417,2.7,8.1,0.333,4.7,9.4,0.5,0.494,2.3,3.2,0.719,1.6,5.2,6.7,1.9,1.4,0.6,1.9,2.1,19.6
284,Isaac Okoro,24,CLE,SG,36,18,690,3.8,8.7,0.437,2,5.1,0.392,1.8,3.6,0.5,0.552,1.1,1.5,0.733,1.5,2.7,4.2,2.7,1.1,0.8,0.7,3.6,10.7
285,Kyle Anderson,31,2TM,PF,46,4,690,4.8,10.8,0.444,1.1,3,0.367,3.7,7.8,0.474,0.495,1.6,2.3,0.696,2.1,5.6,7.8,5.4,1.5,1.3,1.3,2.9,12.3
285,Kyle Anderson,31,GSW,PF,36,3,541,5.1,11.2,0.455,1.3,3.5,0.371,3.8,7.8,0.487,0.513,1.2,1.8,0.667,1.8,5.5,7.3,5.4,1.7,1.3,1.3,2.7,12.6
285,Kyle Anderson,31,MIA,SF,10,1,149,3.9,9.2,0.424,0.5,1.2,0.417,3.4,8,0.425,0.451,3.1,4.3,0.721,3.4,6,9.4,5.3,0.7,1,1.2,3.6,11.4
286,Gary Payton II,32,GSW,SG,50,10,688,6.6,11.7,0.564,0.9,3.6,0.25,5.7,8.1,0.704,0.603,1.3,1.8,0.722,2.3,5.4,7.7,3.5,1.8,0.7,1.6,4.4,15.4
287,Cam Thomas,23,BRK,SG,22,20,688,9.1,20.5,0.444,3.1,8.7,0.356,6,11.7,0.513,0.52,6.5,7.4,0.878,0.6,3.2,3.9,4.1,0.7,0.1,2.9,2.1,27.8
288,Lindy Waters III,27,2TM,SG,44,9,684,4.2,11.4,0.368,2.7,8.4,0.321,1.5,3.1,0.484,0.487,0.4,0.6,0.667,0.9,4.3,5.2,2.3,1.3,0.5,0.9,3.1,11.6
288,Lindy Waters III,27,GSW,SG,38,9,655,4.2,11.3,0.372,2.7,8.1,0.333,1.5,3.1,0.484,0.491,0.4,0.6,0.667,0.9,4.5,5.3,2.3,1.2,0.5,0.9,3,11.5
288,Lindy Waters III,27,DET,SG,6,0,29,5,14.9,0.336,3.7,13.7,0.27,1.2,1.2,1,0.46,0,0,0,1.2,0,1.2,1.2,2.5,0,1.2,3.7,13.7
289,Khris Middleton,33,2TM,SF,29,13,681,7,14.1,0.496,2.1,5.6,0.375,4.9,8.5,0.576,0.571,3.1,3.6,0.861,0.4,5.5,5.9,6.8,1.4,0.4,2.5,3.5,19.2
289,Khris Middleton,33,MIL,SF,23,7,534,7.3,14.2,0.514,2.4,5.8,0.414,4.9,8.4,0.583,0.599,2.6,3.1,0.839,0.3,5.4,5.7,6.9,1.1,0.3,2.5,3.5,19.6
289,Khris Middleton,33,WAS,SF,6,6,147,6.1,13.5,0.452,1.2,4.7,0.255,4.9,8.8,0.557,0.496,4.7,5.4,0.87,0.5,5.9,6.4,6.6,2.4,0.7,2.7,3.4,18.1
290,Thomas Bryant,27,2TM,C,45,5,680,6.4,12,0.533,1.9,5.2,0.365,4.5,6.8,0.662,0.613,1.7,2.1,0.81,3.5,6.4,9.8,2.5,1.1,1.3,1.2,2.6,16.3
290,Thomas Bryant,27,MIA,C,10,0,115,3.8,8.8,0.432,1.9,5.3,0.358,1.9,3.4,0.559,0.54,3.4,3.4,1,1.9,8.1,10,1.3,0.3,2.8,0.6,2.8,12.8
290,Thomas Bryant,27,IND,C,35,5,565,6.9,12.7,0.543,1.8,5.2,0.346,5,7.5,0.667,0.614,1.4,1.8,0.778,3.8,6,9.8,2.8,1.2,1,1.3,2.6,17
291,KJ Martin,24,2TM,PF,32,13,680,4.7,7.7,0.61,0.7,2,0.35,4,5.7,0.702,0.656,1.5,2.1,0.714,1.4,3.9,5.2,1.5,0.8,1,1,4,11.5
291,KJ Martin,24,PHI,PF,24,7,480,4.6,7.4,0.622,0.6,1.6,0.375,4,5.9,0.678,0.662,1.8,2.2,0.818,1.6,3.8,5.4,1.4,0.8,1.2,0.9,4.6,11.5
291,KJ Martin,24,UTA,SF,8,6,200,4.9,8.5,0.576,0.9,3.1,0.29,4,5.4,0.741,0.629,0.9,1.8,0.5,0.9,4,4.9,1.6,0.7,0.5,1.3,2.5,11.5
292,Tre Jones,25,2TM,PG,39,2,670,4.5,8.8,0.511,0.7,2,0.35,3.8,6.7,0.567,0.551,2.4,2.9,0.828,1.2,3.4,4.6,7.5,1.5,0.4,1.5,2.3,12.1
292,Tre Jones,25,SAS,PG,28,0,450,3.6,7.4,0.486,0.6,2.1,0.286,3,5.4,0.556,0.527,2,2.6,0.769,1.2,3.4,4.6,8.3,1.4,0.4,1.7,2.6,9.8
292,Tre Jones,25,CHI,PG,11,2,220,6.4,11.5,0.557,0.8,2,0.4,5.6,9.5,0.589,0.591,3.1,3.4,0.912,1.3,3.3,4.6,5.7,1.5,0.3,1,1.5,16.7
293,Drew Eubanks,27,2TM,C,46,4,657,5.5,9.3,0.591,0.2,0.3,0.667,5.3,8.9,0.596,0.602,2.2,3.5,0.629,2.8,7.7,10.5,2.6,0.6,1.9,1.8,2.8,13.4
293,Drew Eubanks,27,UTA,C,37,4,568,5.6,9.2,0.609,0.2,0.3,0.667,5.4,8.9,0.607,0.62,2.3,3.6,0.639,2.5,8.1,10.6,2.9,0.6,2,2,2.9,13.6
293,Drew Eubanks,27,LAC,C,9,0,89,4.9,9.7,0.505,0,0.4,0,4.9,9.3,0.527,0.505,2,2.4,0.833,4.4,5.3,9.7,1.2,0.4,1.2,0.8,2,11.7
294,Immanuel Quickley,25,TOR,PG,23,23,654,6.8,16.2,0.42,3,7.9,0.38,3.9,8.3,0.47,0.512,4.3,5,0.86,0.4,3.7,4.1,6.9,0.6,0.2,2.3,2.6,20.9
295,Herbert Jones,26,NOP,SF,20,20,648,4.2,9.6,0.438,1.2,4,0.3,2.9,5.6,0.518,0.5,1.8,2.2,0.818,1.2,3.1,4.3,3.6,2.1,0.5,1.9,3.7,11.4
296,Zach Collins,27,2TM,PF,45,10,645,5.6,11.4,0.491,1.1,4,0.275,4.5,7.4,0.608,0.539,3,3.5,0.857,3.7,5.9,9.5,4.1,1.3,1.1,2,5.3,15.4
296,Zach Collins,27,SAS,C,36,4,425,5.2,11.2,0.464,1.2,3.9,0.308,4,7.3,0.548,0.518,2.6,3,0.867,3.2,5.3,8.6,4.4,1.2,1.3,1.9,5.9,14.1
296,Zach Collins,27,CHI,PF,9,6,220,6.5,11.9,0.546,1,4.3,0.233,5.6,7.7,0.727,0.588,3.8,4.4,0.864,4.6,6.9,11.5,3.4,1.5,0.8,2,4.1,17.8
297,Alec Burks,33,MIA,SG,36,4,637,4.1,10,0.41,3.1,7.3,0.425,1,2.7,0.37,0.565,1.8,2.3,0.783,0.7,4.7,5.5,2.3,1.2,0.3,0.9,1.5,12.9
298,Maxi Kleber,33,DAL,PF,34,4,637,2.1,5.4,0.389,0.7,2.8,0.25,1.4,2.7,0.519,0.454,0.9,1.2,0.75,1.4,4,5.4,2.4,0.5,1,1.3,3.7,5.8
299,Marcus Sasser,24,DET,PG,47,0,636,5.8,12.6,0.46,2.4,6.6,0.364,3.4,5.9,0.576,0.556,1.5,1.8,0.833,0.8,2.2,3,5.9,1.6,0.2,2.3,3.5,15.6
300,Kyle Lowry,38,PHI,PG,33,12,623,2.3,6.4,0.359,1.6,4.8,0.333,0.6,1.6,0.375,0.484,1.6,1.9,0.842,0.6,3.1,3.8,5.4,1.8,0.6,1.2,3.5,7.7
301,Daniel Theis,32,NOP,C,38,9,621,3.5,7.5,0.467,0.5,2.1,0.238,3,5.3,0.566,0.5,1.8,2.1,0.857,2.6,7,9.5,3.5,1,1.2,1.4,4.1,9.4
302,Oso Ighodaro,22,PHO,PF,44,2,609,3.7,6.4,0.578,0,0.1,0,3.7,6.3,0.587,0.578,1.1,2.1,0.524,2.1,5.9,7.9,2.4,1.1,0.9,1.4,3.7,8.5
303,Aaron Nesmith,25,IND,SF,26,18,609,5.6,11.3,0.496,2.2,5.8,0.379,3.4,5.5,0.618,0.593,2.4,2.7,0.889,1.1,4.7,5.7,2.1,0.9,0.7,1.2,3.9,15.9
304,Jett Howard,21,ORL,SF,52,0,599,4.9,13.3,0.368,2.9,9.6,0.302,1.9,3.7,0.514,0.477,0.9,1.2,0.75,1.2,2.5,3.7,2.4,0.8,0.6,1.6,3.3,13.6
305,Brandon Ingram,27,NOP,SF,18,18,595,9.4,20.1,0.468,2.6,7,0.371,6.8,13.2,0.515,0.532,2.8,3.3,0.848,1,5,6.1,5.6,1,0.7,4.2,2.7,24.2
306,Jared McCain,20,PHI,SG,23,8,592,7.7,16.7,0.461,3.1,8.1,0.383,4.6,8.6,0.535,0.554,3,3.4,0.882,0.8,2.6,3.4,3.6,0.9,0,2.3,2.3,21.4
307,Olivier-Maxence Prosper,22,DAL,PF,52,4,584,4.3,10.7,0.402,0.7,3.1,0.226,3.6,7.6,0.474,0.435,3,4.7,0.638,2.7,5.1,7.8,2.5,1.6,0.4,0.9,1.7,12.4
308,Jay Huff,26,MEM,C,49,1,580,7.4,14.3,0.517,4,9.5,0.421,3.5,4.8,0.729,0.657,2.3,3,0.767,1.4,4.7,6.1,1.9,0.7,2.6,1.7,3.8,21.2
309,Joel Embiid,30,PHI,C,19,19,574,8.8,19.8,0.444,1.4,4.8,0.292,7.3,14.9,0.49,0.48,9.3,10.6,0.877,2.3,7.5,9.7,5.3,0.9,1.1,3.9,2.6,28.3
310,Aaron Holiday,28,HOU,PG,46,3,571,4.9,11.5,0.426,2.7,7.4,0.365,2.1,4.1,0.512,0.543,1.6,1.9,0.842,0.6,2.9,3.5,3.5,1.1,0.4,1.7,3.1,14.1
311,Kawhi Leo0rd,33,LAC,SF,20,20,569,9,19.4,0.464,2.3,6.2,0.371,6.7,13.2,0.508,0.523,2.5,3.2,0.781,1.2,5.1,6.3,3.4,1.5,0.6,2.7,1.8,22.9
312,Moritz Wagner,27,ORL,C,30,1,564,8.9,15.9,0.56,1.7,4.8,0.354,7.2,11.1,0.649,0.613,5,7,0.714,2.6,6.9,9.4,2.7,1.5,0.8,3.1,3.5,24.6
313,Malcolm Brogdon,32,WAS,PG,24,13,564,6.6,15.3,0.431,1,3.6,0.278,5.6,11.7,0.479,0.464,5.2,5.9,0.881,1.3,4.5,5.8,6.3,0.8,0.3,2.4,1.9,19.5
314,Ajay Mitchell,22,OKC,SG,34,1,561,5.4,10.7,0.505,1.4,3.3,0.424,4,7.4,0.541,0.57,1.8,2.1,0.857,1.1,3.2,4.3,3.7,1.5,0.2,1.8,3.8,14
315,Cam Reddish,25,LAL,SF,31,8,560,2.4,5.5,0.436,0.8,2.9,0.276,1.5,2.6,0.577,0.509,1,1.7,0.588,1,3,4,1.4,2,0.6,0.8,2.8,6.6
316,Kelly Olynyk,33,2TM,C,31,9,557,5.6,11.3,0.496,1.7,3.8,0.447,3.9,7.5,0.52,0.571,3.3,4.2,0.786,2.7,6.6,9.3,5,1.2,0.7,3.1,5.2,16.2
316,Kelly Olynyk,33,TOR,C,24,2,383,5.5,11.1,0.495,1.8,4,0.45,3.8,7,0.543,0.577,3.2,4,0.8,2.3,6,8.4,5.3,1.5,0.8,3.3,5.5,16.1
316,Kelly Olynyk,33,NOP,C,7,7,174,5.8,11.8,0.492,1.4,3.3,0.424,4.3,8.5,0.506,0.551,3.5,4.6,0.761,3.5,7.9,11.4,4.3,0.6,0.6,2.7,4.3,16.6
317,Bruce Brown,28,2TM,PG,27,1,557,4.8,12,0.4,0.8,3.2,0.25,4,8.8,0.455,0.433,2.3,2.7,0.852,1.7,5,6.7,2.9,1.8,0.2,1.6,2.9,12.8
317,Bruce Brown,28,TOR,PG,18,0,353,5.8,13.4,0.433,1.1,3.7,0.297,4.7,9.7,0.485,0.474,2.7,3,0.9,1.7,5.2,6.9,2.9,1.7,0.3,1.9,2.7,15.4
317,Bruce Brown,28,NOP,PG,9,1,204,3.2,9.7,0.33,0.4,2.5,0.16,2.8,7.2,0.389,0.351,1.6,2.3,0.696,1.8,4.6,6.4,3,1.9,0,1.1,3.4,8.3
318,Jericho Sims,26,2TM,C,47,5,548,2.6,4.1,0.634,0,0,0,2.6,4.1,0.634,0.634,0.5,0.9,0.556,4,6.9,10.9,1.8,0.5,0.9,2,3.8,5.6
318,Jericho Sims,26,NYK,C,39,5,422,2.4,3.9,0.615,0,0,0,2.4,3.9,0.615,0.615,0.7,1.1,0.636,4.4,6.7,11,1.9,0.7,0.9,1.8,3.9,5.5
318,Jericho Sims,26,MIL,C,8,0,126,3.1,4.6,0.674,0,0,0,3.1,4.6,0.674,0.674,0,0,0,2.9,7.7,10.6,1.4,0,1.1,2.6,3.4,6.3
319,Steven Adams,31,HOU,C,44,2,543,4,7.8,0.513,0,0.1,0,4,7.8,0.513,0.513,2.1,4.6,0.457,7.5,7.1,14.6,3.5,0.9,1.3,2.5,2.8,10
320,Reed Sheppard,20,HOU,PG,45,1,536,4.4,13.2,0.333,2.1,7.5,0.28,2.3,5.7,0.404,0.413,0.9,1.1,0.818,1.1,3.2,4.2,3.6,1.9,1,1.9,2.8,11.7
321,Jabari Walker,22,POR,SF,46,1,532,5.5,10.5,0.524,1.2,3.5,0.343,4.3,7,0.614,0.581,2.2,3.3,0.667,2.7,7.6,10.4,2,1.8,0.4,1.6,4.4,14.3
322,Talen Horton-Tucker,24,CHI,SG,45,0,532,6.6,14.8,0.446,2.4,6.4,0.375,4.3,8.4,0.512,0.527,2.6,3.7,0.703,1,4.4,5.4,4.2,1.1,0.7,2.2,3.2,18.2
323,Jaylin Williams,22,OKC,PF,33,5,530,4.1,10.3,0.398,2.4,7.2,0.333,1.7,3.1,0.548,0.515,0.8,0.9,0.889,2.6,9.3,11.9,5,0.9,1.4,1.4,3.6,11.5
324,DeAndre Jordan,36,DEN,C,46,2,528,4.7,7.2,0.653,0,0,0,4.7,7.2,0.653,0.653,1,2.5,0.4,4.4,10.2,14.6,2.5,0.8,1.4,2.3,3.8,10.4
325,Monte Morris,29,PHO,PG,40,0,522,4.8,11.8,0.407,1.5,5,0.3,3.2,6.8,0.471,0.47,2.3,2.8,0.821,0.7,3.2,3.9,4.6,1.2,0.2,1.2,1.4,13.4
326,Marcus Smart,30,2TM,PG,25,6,516,5.2,13.3,0.391,2.6,7.8,0.333,2.6,5.5,0.473,0.489,2.7,3.2,0.844,1,2.7,3.8,5.9,2.1,0.4,3.1,3,15.6
326,Marcus Smart,30,MEM,PG,19,6,400,4.8,13.3,0.361,2.6,8.1,0.321,2.2,5.2,0.423,0.459,2.7,3.2,0.844,1.3,2.6,3.9,6.4,2.1,0.5,3.2,2.8,14.9
326,Marcus Smart,30,WAS,PG,6,0,116,6.5,13.3,0.489,2.5,6.8,0.368,4,6.5,0.615,0.583,2.5,3.1,0.806,0.3,3.1,3.4,4,2.2,0,3.1,3.7,18
327,Gui Santos,22,GSW,PF,38,1,510,3.9,8.4,0.464,1.8,4.9,0.367,2.1,3.5,0.6,0.571,1.4,1.9,0.737,3.2,4.6,7.8,3.8,1.3,0.5,1.9,4.3,10.9
328,Tosan Evbuomwan,23,BRK,SF,21,0,501,5.1,11.8,0.432,1.1,4,0.275,4,7.8,0.513,0.479,2.9,3.8,0.763,1.8,4.3,6.1,2.4,1.1,0.5,2.2,2.8,14.2
329,Josh Okogie,26,2TM,SG,32,2,500,5.7,12,0.475,1.8,4.7,0.383,3.9,7.3,0.534,0.55,2.7,3.7,0.73,3,4,6.9,1.7,2.9,1.1,1.8,2.8,15.8
329,Josh Okogie,26,PHO,SG,25,1,351,5.7,11.7,0.487,1.6,4.3,0.372,4.1,7.4,0.554,0.556,2.3,3.3,0.697,3.3,4.1,7.4,1.4,2.2,1,1.6,2.9,15.4
329,Josh Okogie,26,CHO,SG,7,1,149,5.6,12.8,0.438,2.2,5.6,0.393,3.4,7.2,0.472,0.523,3.6,4.6,0.783,2.2,3.6,5.8,2.4,4.6,1.2,2.2,2.7,16.9
330,Svi Mykhailiuk,27,UTA,SF,25,12,496,6.3,16.1,0.391,3.8,11,0.345,2.5,5.2,0.481,0.509,1.4,1.7,0.824,0.9,3.4,4.4,3.6,1.1,0.4,2.9,2.3,17.8
331,Pelle Larsson,23,MIA,SG,39,1,495,4,8.7,0.46,1.5,4.3,0.349,2.5,4.4,0.568,0.546,1.8,2.8,0.643,1.1,3.1,4.1,2.7,1.1,0.3,1,5,11.3
332,DaQuan Jeffries,27,CHO,SG,26,3,494,3.4,9,0.378,1.3,5,0.26,2.1,4,0.525,0.45,0.8,0.9,0.889,1.7,3.7,5.5,2,1.1,0.7,1.2,3.7,9
333,Micah Potter,26,UTA,C,28,9,492,3,6.7,0.448,1.9,5.1,0.373,1.1,1.6,0.688,0.59,0.8,0.9,0.889,2.4,6.1,8.5,1.7,0.6,0.7,1.5,2.6,8.7
334,Jamison Battle,23,TOR,SF,39,0,491,5.5,12,0.458,3.8,9,0.422,1.7,2.9,0.586,0.617,0.9,1,0.9,1.5,3.7,5.2,2.4,0.4,0.4,0.9,3.2,15.7
335,Ryan Rollins,22,MIL,PG,39,8,487,5.5,12.1,0.455,1.8,5.1,0.353,3.7,7,0.529,0.529,1.5,1.8,0.833,1.2,3.5,4.7,3.8,2.1,1,2.4,3.9,14.2
336,Gary Harris,30,ORL,SG,31,2,480,2.5,7,0.357,1.7,5.3,0.321,0.8,1.7,0.471,0.479,0.5,0.7,0.714,1.1,1.7,2.8,1.2,1.4,0.6,0.9,2.2,7.3
337,Grant Williams,26,CHO,PF,16,7,479,4.1,9.2,0.446,2,5.6,0.357,2,3.7,0.541,0.554,2.3,2.8,0.821,1.4,4.8,6.2,2.8,1.4,1,2.1,3.5,12.5
338,Rob Dillingham,20,MIN,PG,39,1,478,6.7,14.9,0.45,1.9,5.3,0.358,4.8,9.6,0.5,0.513,0.6,1.1,0.545,0.9,2.6,3.5,7,1.4,0.1,3.5,2.7,15.9
339,Chet Holmgren,22,OKC,C,18,18,474,7.1,14.4,0.493,1.7,4.9,0.347,5.4,9.6,0.563,0.552,4.5,5.9,0.763,2.4,9.2,11.6,2.7,1.3,3.7,2.7,2.7,20.5
340,Adem Bo0,21,PHI,C,43,1,472,3.7,5.4,0.685,0,0,0,3.7,5.4,0.685,0.685,2.6,4,0.65,3.4,5.8,9.2,1,0.7,2.4,2.2,6.2,10.1
341,Jae'Sean Tate,29,HOU,SF,41,2,472,4.2,9.4,0.447,0.8,2.6,0.308,3.4,6.8,0.5,0.489,2.1,3.1,0.677,2.9,4.1,7,2.8,1.8,0.2,1.4,5.3,11.2
342,Jared Butler,24,2TM,SG,40,1,472,8,17.2,0.465,1.4,4.6,0.304,6.6,12.6,0.524,0.506,3.4,4.3,0.791,1.4,3.4,4.7,8.2,1.1,0.5,3.1,3.6,20.8
342,Jared Butler,24,WAS,PG,32,0,362,8.5,17.5,0.486,1.5,4.1,0.366,7,13.4,0.522,0.529,3.5,4.5,0.778,1.4,2.7,4.1,8.2,1.2,0.5,2.9,4,21.9
342,Jared Butler,24,PHI,SG,8,1,110,6.5,16,0.406,1.3,6.2,0.21,5.2,9.8,0.531,0.447,2.9,3.6,0.806,1.3,5.6,6.9,8.2,1,0.7,3.6,2.3,17.3
343,Trendon Watford,24,BRK,PF,26,0,470,6.5,14.3,0.455,1.1,3.6,0.306,5.4,10.7,0.505,0.493,3.8,4.8,0.792,1.5,5.1,6.7,4.1,1.4,0.5,3.3,4.4,18
344,KJ Simpson,22,CHO,PG,23,4,470,4.5,13.5,0.333,1.2,5.7,0.211,3.3,7.8,0.423,0.378,2.3,2.8,0.821,2.1,2.9,5.1,4.6,1.5,0.3,2.5,2.7,12.6
345,Larry 0nce Jr.,32,ATL,PF,24,3,463,6.2,12.1,0.512,2.6,5.9,0.441,3.6,6.1,0.59,0.62,0.7,1,0.7,1.8,6.2,8,3,1.6,1,1.2,2.9,15.8
346,Caleb Houstan,22,ORL,SF,40,5,460,2.9,8.6,0.337,2.4,7.4,0.324,0.5,1.2,0.417,0.477,0.8,0.9,0.889,1,2.1,3.1,1.3,0.6,0.2,0.4,3,9
347,Pat Con0ughton,32,MIL,SG,31,0,459,3.9,9.1,0.429,1.6,4.9,0.327,2.4,4.2,0.571,0.516,1,1.3,0.769,1.3,5.1,6.4,4,0.5,0.7,1.5,2.6,10.4
348,Keaton Wallace,25,ATL,PG,26,3,421,4.6,10.9,0.422,2.1,5.8,0.362,2.5,5,0.5,0.518,0.9,0.9,1,0.5,2.6,3.1,4.8,1.9,0.7,2.4,2.7,12.3
349,Delon Wright,32,2TM,PG,29,2,418,2,7.2,0.278,1,4.3,0.233,0.9,2.9,0.31,0.347,0.9,1.7,0.529,1.3,2.8,4,4.3,2.1,0.9,1.2,1.5,5.9
349,Delon Wright,32,MIL,PG,26,2,405,2,7.3,0.274,1.1,4.4,0.25,0.9,2.9,0.31,0.349,0.8,1.4,0.571,1.3,2.8,4.1,4.3,2,0.8,1.2,1.5,5.8
349,Delon Wright,32,NYK,PG,3,0,13,2.8,5.5,0.509,0,2.8,0,2.8,2.8,1,0.509,5.5,11.1,0.495,0,2.8,2.8,5.5,2.8,2.8,0,0,11.1
350,Karlo Matković,23,NOP,PF,25,3,414,4.4,9,0.489,0.9,2.9,0.31,3.6,6.1,0.59,0.539,1.7,2.1,0.81,3.2,5.8,9,2.1,1,2.3,2.1,4.9,11.4
351,John Konchar,28,MEM,SG,32,4,410,2.6,6.3,0.413,1.4,4.4,0.318,1.2,1.9,0.632,0.524,0.4,0.5,0.8,2.4,7.2,9.6,2.7,1.4,1.1,1.1,2.2,7.1
352,Richaun Holmes,31,WAS,PF,23,7,410,5.8,8.3,0.699,0,0.3,0,5.8,8.1,0.716,0.699,3.4,4.1,0.829,3.4,7.8,11.2,2.8,0.4,1.6,1.6,3.2,15
353,Jordan Miller,25,LAC,SF,33,0,404,5,11.6,0.431,0.7,3.3,0.212,4.3,8.3,0.518,0.461,2.3,2.9,0.793,2,3.1,5.2,2.9,1.5,0.4,2.1,2.1,13
